LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.0
Lattice spacing in x,y,z = 1.5874011 1.5874011 1.5874011
region          box prism 0 8 0 8 0 8 0 -0.5 0.5
# number of atom types
create_box      1 box
Created triclinic box = (0 0 0) to (12.699208 12.699208 12.699208) with tilt (0 -0.79370053 0.79370053)
  2 by 2 by 2 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in triclinic box = (0 0 0) to (12.699208 12.699208 12.699208) with tilt (0 -0.79370053 0.79370053)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 21 21 20
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/newton/tri
      stencil: half/bin/3d/tri
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.079 | 3.08 | 3.081 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              4.4978027      2.9985352    
       500   3.1820754      1.8382071      0              6.6089897      25.650345    
      1000   3.0738669      1.84455        0              6.4530989      25.555493    
      1500   2.998064       1.8908627      0              6.3857629      25.94476     
      2000   3.0276729      1.7842185      0              6.3235104      24.904878    
      2500   3.0182109      1.8602895      0              6.3853952      25.603851    
      3000   3.0501373      1.86333        0              6.436302       25.850335    
      3500   2.9576952      1.7794735      0              6.2138501      24.990314    
      4000   2.9976506      1.7883367      0              6.2826171      25.235693    
      4500   3.0600747      1.7639304      0              6.3518013      24.683321    
      5000   3.0122991      1.6332696      0              6.149512       23.769365    
      5500   2.969806       1.8313255      0              6.2838593      25.662274    
      6000   3.0924841      1.8123403      0              6.4488014      25.349472    
      6500   3.0045245      1.7884234      0              6.2930096      25.190752    
      7000   3.0597912      1.7711164      0              6.3585622      25.307113    
      7500   3.0319734      1.7237281      0              6.2694675      24.494124    
      8000   3.0496022      1.819533       0              6.3917027      25.348985    
      8500   2.9569732      1.8559102      0              6.2892043      25.740166    
      9000   3.0178417      1.7809111      0              6.3054633      25.282628    
      9500   2.9814346      1.7904394      0              6.2604077      25.025962    
     10000   2.8947738      1.9007793      0              6.2408198      26.120425    
     10500   2.9908733      1.8243671      0              6.3084865      25.182912    
     11000   2.9829337      1.8100036      0              6.2822194      25.221154    
     11500   3.0098464      1.7941054      0              6.3066705      25.184413    
     12000   2.9960527      1.795297       0              6.2871816      25.011719    
     12500   2.9920731      1.7967693      0              6.2826874      25.229936    
     13000   3.0404063      1.7444518      0              6.3028344      24.963055    
     13500   2.9943001      1.8053146      0              6.2945717      25.344723    
     14000   2.9946789      1.8236981      0              6.3135231      25.367716    
     14500   3.0365417      1.78163        0              6.3342186      24.910868    
     15000   3.0633448      1.9232627      0              6.5160362      26.385933    
     15500   2.9400605      1.8400432      0              6.2479805      25.164732    
     16000   2.9965576      1.8693445      0              6.3619862      25.805189    
     16500   2.9969788      1.7918141      0              6.2850873      25.207388    
     17000   3.0017634      1.706342       0              6.2067887      24.284603    
     17500   3.0014355      1.7710979      0              6.2710528      25.101414    
     18000   2.9793734      1.8481146      0              6.3149925      25.535241    
     18500   3.0245627      1.7616052      0              6.2962341      24.66311     
     19000   3.0284144      1.8809778      0              6.4213813      25.754654    
     19500   2.9633381      1.6729131      0              6.1157499      23.844616    
     20000   2.9541345      1.8714226      0              6.3004606      25.710879    
     20500   2.9765562      1.8418167      0              6.3044708      25.441546    
     21000   3.0275612      1.7423443      0              6.2814686      24.755878    
     21500   3.1043817      1.7864044      0              6.4407033      25.409488    
     22000   2.9577531      1.8470723      0              6.2815356      25.738203    
     22500   2.9979074      1.9005608      0              6.3952262      26.17704     
     23000   2.9667079      1.6841182      0              6.1320072      24.18892     
     23500   2.9990345      1.755185       0              6.2515402      24.721157    
     24000   2.9818065      1.7388017      0              6.2093275      24.586975    
     24500   2.9676333      1.8819182      0              6.3311947      25.940306    
     25000   3.0257494      1.7313906      0              6.2677985      24.539177    
     25500   3.0575021      1.7672921      0              6.3513059      25.109312    
     26000   3.0133454      1.7784523      0              6.2962634      25.123564    
     26500   3.0022219      1.7924697      0              6.2936037      25.016315    
     27000   2.9880659      1.7846698      0              6.2645801      25.123068    
     27500   3.0139745      1.7968863      0              6.3156405      25.091654    
     28000   3.0430804      1.7634813      0              6.3258732      24.829102    
     28500   2.993834       1.7713735      0              6.2599317      25.012553    
     29000   3.0435224      1.8828575      0              6.445912       26.004972    
     29500   3.0200042      1.7802355      0              6.3080299      24.983667    
     30000   3.0399773      1.7788334      0              6.3365728      25.066448    
     30500   2.9448095      1.7930795      0              6.2081369      25.096591    
     31000   3.0342916      1.8557118      0              6.4049267      25.545262    
     31500   3.1061335      1.8245402      0              6.4814655      25.554816    
     32000   2.9576786      1.8088832      0              6.2432349      25.025989    
     32500   3.04127        1.7878335      0              6.347511       25.006152    
     33000   2.9669473      1.7566723      0              6.2049203      24.846316    
     33500   2.9666391      1.8716043      0              6.3193901      25.780616    
     34000   2.9115429      1.8171564      0              6.1823383      25.466408    
     34500   3.0306143      1.7979972      0              6.341699       25.119348    
     35000   3.1707851      1.8047138      0              6.558569       25.277707    
     35500   2.9941391      1.7506357      0              6.2396515      24.653285    
     36000   2.971223       1.8050099      0              6.2596681      25.349927    
     36500   2.9645572      1.8087964      0              6.2534609      25.091448    
     37000   2.9482351      1.8634358      0              6.2836291      25.698438    
     37500   3.0588047      1.7117202      0              6.2976869      24.732495    
     38000   2.967118       1.8203823      0              6.268886       25.319917    
     38500   3.0667805      1.8666246      0              6.4645491      25.849057    
     39000   3.0038862      1.7212384      0              6.2248675      24.437881    
     39500   2.9862766      1.8505372      0              6.3277648      25.549698    
     40000   2.9800495      1.8307709      0              6.2986624      25.603718    
     40500   2.9469791      1.8756425      0              6.2939527      25.920418    
     41000   3.0120086      1.674503       0              6.1903098      24.067587    
     41500   3.0462735      1.8076091      0              6.3747882      25.372872    
     42000   3.1642989      1.7873644      0              6.5314952      25.363652    
     42500   3.0042661      1.7199615      0              6.2241603      24.580518    
     43000   2.965337       1.8632417      0              6.3090753      25.51904     
     43500   2.9582081      1.8076052      0              6.2427507      25.227773    
     44000   2.9610359      1.7897638      0              6.2291489      25.161174    
     44500   2.97919        1.8086294      0              6.2752323      25.246702    
     45000   2.9367402      1.8073739      0              6.2103333      25.041086    
     45500   3.0299063      1.7546204      0              6.2972606      24.626643    
     46000   3.1238103      1.7883898      0              6.4718173      25.17895     
     46500   3.0499527      1.718696       0              6.2913913      24.770341    
     47000   3.1086207      1.868474       0              6.5291283      25.772459    
     47500   3.0097566      1.703902       0              6.2163324      24.453438    
     48000   3.0180972      1.8017359      0              6.3266711      25.09785     
     48500   2.975587       1.8774417      0              6.3386429      25.799489    
     49000   3.0154755      1.7608809      0              6.2818855      24.671372    
     49500   3.1171584      1.8437443      0              6.5171989      25.524462    
     50000   3.0419951      1.681503       0              6.2422676      24.376795    
Loop time of 5.97412 on 8 procs for 50000 steps with 2048 atoms

Performance: 7231185.108 tau/day, 8369.427 timesteps/s, 17.141 Matom-step/s
99.5% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.58424    | 0.59328    | 0.61719    |   1.5 |  9.93
Neigh   | 3.4019     | 3.4194     | 3.4341     |   0.6 | 57.24
Comm    | 1.4588     | 1.4839     | 1.4996     |   1.1 | 24.84
Output  | 0.0016787  | 0.0021732  | 0.0054772  |   2.7 |  0.04
Modify  | 0.27928    | 0.28305    | 0.28921    |   0.5 |  4.74
Other   |            | 0.1923     |            |       |  3.22

Nlocal:            256 ave         263 max         248 min
Histogram: 1 0 0 1 2 0 2 0 1 1
Nghost:        456.125 ave         461 max         452 min
Histogram: 1 1 1 0 0 3 1 0 0 1
Neighs:        1232.38 ave        1283 max        1188 min
Histogram: 1 0 2 0 2 0 1 1 0 1

Total # of neighbors = 9859
Ave neighs/atom = 4.8139648
Neighbor list builds = 20260
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.0_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.0_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.0_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.0_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.135 | 3.136 | 3.137 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   3.0419951      1.681503       0              6.2422676      24.376795    
     50500   3.034397       1.8715435      0              6.4209165      25.963295    
     51000   2.9531298      1.7719682      0              6.1995         24.898958    
     51500   3.0715022      1.7915289      0              6.3965325      24.920349    
     52000   2.9191383      1.7612901      0              6.1378595      24.712728    
     52500   2.9628556      1.7796941      0              6.2218075      24.996362    
     53000   2.8752311      1.6337947      0              5.9445355      23.432844    
     53500   2.8836199      1.7298325      0              6.0531503      24.429611    
     54000   2.8485572      1.6546847      0              5.9254342      23.736628    
     54500   2.9018689      1.6826938      0              6.0333718      24.351401    
     55000   2.8935707      1.6665082      0              6.0047449      23.932916    
     55500   2.8817298      1.6915382      0              6.0120224      24.180875    
     56000   2.830465       1.6448101      0              5.8884345      23.508333    
     56500   2.8697253      1.6755698      0              5.9780559      24.123335    
     57000   2.723975       1.7020976      0              5.786065       24.112197    
     57500   2.7319517      1.6504872      0              5.7464138      23.650621    
     58000   2.7644786      1.5703666      0              5.7150597      23.303363    
     58500   2.757622       1.5728986      0              5.7073119      22.998143    
     59000   2.7374687      1.5700405      0              5.6742385      23.043696    
     59500   2.764247       1.5658859      0              5.7102318      22.811397    
     60000   2.6790755      1.5786527      0              5.5953038      22.904688    
     60500   2.715121       1.5672601      0              5.637953       22.871464    
     61000   2.6531145      1.5676055      0              5.5453341      22.826255    
     61500   2.6237767      1.6515134      0              5.5852568      23.480927    
     62000   2.7096816      1.5477781      0              5.6103159      22.667349    
     62500   2.6244634      1.5236012      0              5.458374       22.262787    
     63000   2.6437845      1.4903001      0              5.4540405      22.081671    
     63500   2.623113       1.5965453      0              5.5292935      23.042895    
     64000   2.6774876      1.5224173      0              5.5366876      22.597513    
     64500   2.6206158      1.6098501      0              5.5388544      23.051803    
     65000   2.5996477      1.5576623      0              5.4552298      22.748416    
     65500   2.6241655      1.5903774      0              5.5247037      23.046108    
     66000   2.518502       1.5488978      0              5.3248062      22.586051    
     66500   2.5843908      1.5936087      0              5.4683021      22.907349    
     67000   2.5806967      1.4738972      0              5.3430521      21.956801    
     67500   2.5787709      1.5009777      0              5.3672454      21.973054    
     68000   2.5008451      1.4538236      0              5.2032596      21.773964    
     68500   2.5065561      1.4892588      0              5.247257       22.03561     
     69000   2.4543853      1.3840427      0              5.063823       21.003631    
     69500   2.3934642      1.4461087      0              5.034552       21.496892    
     70000   2.39618        1.4049393      0              4.9974544      21.092157    
     70500   2.4103649      1.3660484      0              4.9798303      20.532051    
     71000   2.365326       1.3568992      0              4.9031559      20.386688    
     71500   2.3243896      1.4052577      0              4.8901397      21.024725    
     72000   2.3234695      1.370889       0              4.8543916      20.576293    
     72500   2.3091164      1.3578215      0              4.8198048      20.595151    
     73000   2.3085265      1.3419633      0              4.8030622      20.38823     
     73500   2.2846136      1.3831778      0              4.8084249      20.687473    
     74000   2.2974326      1.3853021      0              4.8297684      20.798311    
     74500   2.3036609      1.3858621      0              4.8396662      20.676106    
     75000   2.3533095      1.2784119      0              4.8066525      19.941903    
     75500   2.266985       1.3332874      0              4.7321046      20.337113    
     76000   2.2677717      1.323662       0              4.7236585      20.156371    
     76500   2.3404815      1.2566411      0              4.765649       19.592309    
     77000   2.3053133      1.3043338      0              4.7606153      20.149716    
     77500   2.2168535      1.2315023      0              4.5551589      19.293657    
     78000   2.1258408      1.3114899      0              4.4986941      19.840013    
     78500   2.1913284      1.2770478      0              4.5624353      19.497479    
     79000   2.157745       1.3284557      0              4.5634929      20.103644    
     79500   2.2224343      1.3240897      0              4.6561134      20.245699    
     80000   2.1778366      1.1897879      0              4.4549477      18.830384    
     80500   2.1423333      1.217749       0              4.4296799      19.145336    
     81000   2.0965708      1.249494       0              4.3928146      19.207526    
     81500   2.1146944      1.2076161      0              4.3781088      19.022701    
     82000   2.114938       1.2030166      0              4.3738746      18.730482    
     82500   2.0880973      1.2231395      0              4.3537561      19.226       
     83000   2.0985154      1.1496913      0              4.2959275      18.408667    
     83500   2.0036362      1.2475792      0              4.251566       19.231994    
     84000   1.9879278      1.2084026      0              4.1888383      18.723405    
     84500   2.0096524      1.122453       0              4.1354598      17.835274    
     85000   2.0016003      1.1333143      0              4.1342488      17.947147    
     85500   1.9712978      1.174245       0              4.1297478      18.547582    
     86000   1.9984069      1.2094159      0              4.2055626      18.923001    
     86500   1.9655286      1.0505945      0              3.9974478      17.377175    
     87000   1.9304297      1.0102443      0              3.9044749      16.753574    
     87500   1.9065432      1.0775793      0              3.9359978      17.162202    
     88000   1.9205429      1.0533267      0              3.9327344      17.228433    
     88500   1.894085       1.0239141      0              3.8636543      16.904773    
     89000   1.8960536      1.0468542      0              3.8895459      17.195621    
     89500   1.7939555      1.0835987      0              3.773218       17.519942    
     90000   1.8298259      1.0405945      0              3.7839931      16.986307    
     90500   1.8376722      1.0211378      0              3.7763002      16.991349    
     91000   1.7869744      1.0491893      0              3.728342       16.78398     
     91500   1.8293393      1.0159025      0              3.7585716      16.67563     
     92000   1.7689131      1.0032084      0              3.6552825      16.595989    
     92500   1.8003404      0.96396025     0              3.6631522      16.143879    
     93000   1.7354916      1.023516       0              3.6254823      16.857335    
     93500   1.7107319      1.0073959      0              3.5722407      16.608407    
     94000   1.7681113      0.98142735     0              3.6322993      16.401956    
     94500   1.7083415      0.94634554     0              3.5076065      15.85075     
     95000   1.7012132      0.95979307     0              3.5103669      16.276097    
     95500   1.6420919      0.93774661     0              3.3996817      15.612412    
     96000   1.6580488      0.90883921     0              3.394698       15.508855    
     96500   1.6158409      0.90694797     0              3.3295259      15.545813    
     97000   1.6022702      0.93827876     0              3.3405105      15.738109    
     97500   1.584913       0.91175227     0              3.2879609      15.308244    
     98000   1.5756641      0.94009044     0              3.3024326      15.821721    
     98500   1.5791858      0.91177325     0              3.2793954      15.454727    
     99000   1.5784903      0.87802857     0              3.2446079      14.987246    
     99500   1.5623837      0.86006023     0              3.2024914      14.918739    
    100000   1.5663657      0.83912206     0              3.1875234      14.75439     
    100500   1.5452948      0.80726432     0              3.1240747      14.347798    
    101000   1.4714044      0.85899732     0              3.0650262      14.701691    
    101500   1.4648308      0.82606209     0              3.0222354      14.383895    
    102000   1.4510103      0.83531437     0              3.010767       14.456027    
    102500   1.4358204      0.84298963     0              2.9956686      14.507833    
    103000   1.4061702      0.74945929     0              2.8576847      13.486159    
    103500   1.4086642      0.81123442     0              2.923199       14.086836    
    104000   1.4247701      0.78709974     0              2.9232114      13.993182    
    104500   1.424366       0.75853651     0              2.8940423      13.50382     
    105000   1.3893694      0.7438369      0              2.8268735      13.404011    
    105500   1.3878918      0.72493344     0              2.8057546      13.193323    
    106000   1.3915138      0.69177048     0              2.778022       12.970579    
    106500   1.343841       0.71464817     0              2.7294254      13.091453    
    107000   1.3362052      0.69196781     0              2.695297       12.728267    
    107500   1.3338606      0.67409277     0              2.6739068      12.605606    
    108000   1.3038362      0.68794349     0              2.6427429      12.569574    
    108500   1.3049436      0.680346       0              2.6368057      12.601484    
    109000   1.3019001      0.67134684     0              2.6232434      12.530422    
    109500   1.2827882      0.68592593     0              2.6091687      12.763005    
